Empresa,Yhaguy R,
,,
CODIGO,STOCK,ORIGEN
SC 1391830,0,INVENTARIO
MON 1391831,0,INVENTARIO
SC 381817,0,INVENTARIO
REI R-340,13,INVENTARIO
SC-194376,1,INVENTARIO
CIN 26.33.0016,4,INVENTARIO
S1189,0,INVENTARIO
S3751,3,INVENTARIO
M123,0,INVENTARIO
M122,1,INVENTARIO
SC-4056,1,INVENTARIO
SC 110102,4,INVENTARIO
SC-1353959,1,INVENTARIO
CIP 311757,5,INVENTARIO
REI R-802,0,INVENTARIO
REI R-801,4,INVENTARIO
REI R-838,4,INVENTARIO
CIP 346085,0,INVENTARIO
CIP 283295,2,INVENTARIO
SAM 040118,1,INVENTARIO
REI R-826A,5,INVENTARIO
SC-2574,14,INVENTARIO
SC-1372432,2,INVENTARIO
M2243,6,INVENTARIO
M2245,6,INVENTARIO
SC-885,4,INVENTARIO
SC 1350394,3,INVENTARIO
SC-5341,3,INVENTARIO
S25,0,INVENTARIO
S16,24,INVENTARIO
S18,0,INVENTARIO
S9,0,INVENTARIO
S3185,1,INVENTARIO
REI R-033,2,INVENTARIO
RYG 1362710,2,INVENTARIO
M789,5,INVENTARIO
M1927,10,INVENTARIO
SC-5314,1,INVENTARIO
SC 1306950A,2,INVENTARIO
SC-1945 MRA,29,INVENTARIO
SC-141164,1,INVENTARIO
MB-438,16,INVENTARIO
CIP 1316331,3,INVENTARIO
M2659,3,INVENTARIO
RHO-7703,2,INVENTARIO
RHO-7721E,2,INVENTARIO
M224,3,INVENTARIO
M148,5,INVENTARIO
M253,2,INVENTARIO
SIE D17941,13,INVENTARIO
3-RHO,0,INVENTARIO
SC 5204,2,INVENTARIO
RHO-328,1,INVENTARIO
RHO-390,1,INVENTARIO
MON 1087963,2,INVENTARIO
SC-484,1,INVENTARIO
SC 1360842,2,INVENTARIO
CIP 374338,2,INVENTARIO
CIP 1452862,1,INVENTARIO
RHO-7718,2,INVENTARIO
DIE 1411129,1,INVENTARIO
SIE 340214004F,2,INVENTARIO
BK 4.6611,1,INVENTARIO
BD 9-9003,1,INVENTARIO
RHO 6612,2,INVENTARIO
SC-5241,1,INVENTARIO
M150,0,INVENTARIO
MTE 3022-L,10,INVENTARIO
M1028,0,INVENTARIO
M1546,2,INVENTARIO
SC-480,2,INVENTARIO
MTE-3053,2,INVENTARIO
RHO-6611,2,INVENTARIO
RHO-6613,11,INVENTARIO
S1905,3,INVENTARIO
M153,13,INVENTARIO
M178,0,INVENTARIO
M244,53,INVENTARIO
M182,12,INVENTARIO
M183,23,INVENTARIO
S1902,2,INVENTARIO
M175,4,INVENTARIO
S1874,0,INVENTARIO
S1875,1,INVENTARIO
S1887,0,INVENTARIO
M204,3,INVENTARIO
S1879,1,INVENTARIO
M2475,7,INVENTARIO
M167,6,INVENTARIO
M171,19,INVENTARIO
S1886,1,INVENTARIO
S1888,76,INVENTARIO
S1906,10,INVENTARIO
S3574,36,INVENTARIO
S1907,6,INVENTARIO
S4210,12,INVENTARIO
M199,5,INVENTARIO
S1847,36,INVENTARIO
S1851,101,INVENTARIO
M2476,1,INVENTARIO
M193,3,INVENTARIO
M963,2,INVENTARIO
SC-12603,0,INVENTARIO
M500,27,INVENTARIO
M8,1,INVENTARIO
MB-3761,0,INVENTARIO
MB-1833,1,INVENTARIO
MB-1836,1,INVENTARIO
MB-1957,6,INVENTARIO
SC-1085,30,INVENTARIO
CIP 1344182,0,INVENTARIO
SC 294938,2,INVENTARIO
SC-4891,0,INVENTARIO
SC 1525387,6,INVENTARIO
SC 1387755,0,INVENTARIO
PRIO 1108053,8,INVENTARIO
FAL 35378,14,INVENTARIO
CIP 224710,1,INVENTARIO
CIP 1405406,4,INVENTARIO
SC-176536,5,INVENTARIO
M2194,6,INVENTARIO
MB-223,6,INVENTARIO
S3712,1,INVENTARIO
SC-2850,2,INVENTARIO
FAL 33760,6,INVENTARIO
SC-830,0,INVENTARIO
CIP 264125,6,INVENTARIO
MB-4001,3,INVENTARIO
SC-358148,10,INVENTARIO
CIP 1451946,6,INVENTARIO
SC-4842,8,INVENTARIO
SU0075,1,INVENTARIO
SC-907,3,INVENTARIO
M2827,0,INVENTARIO
M393,1,INVENTARIO
M1622,0,INVENTARIO
SC 1530695,1,INVENTARIO
CAB 13341,2,INVENTARIO
CAB 131435,2,INVENTARIO
M2559,2,INVENTARIO
S326,0,INVENTARIO
CAB 1414374,0,INVENTARIO
M2556,1,INVENTARIO
S3823,1,INVENTARIO
CIP 1400754,1,INVENTARIO
CIP 1384393,1,INVENTARIO
M258,2,INVENTARIO
M372,1,INVENTARIO
M307,2,INVENTARIO
M2104,1,INVENTARIO
CIP 1391363,1,INVENTARIO
CIP 1384394,2,INVENTARIO
SC 1498712,2,INVENTARIO
CAB 12449,0,INVENTARIO
CAB 12111,4,INVENTARIO
M256,1,INVENTARIO
CAB 12104,2,INVENTARIO
M27,0,INVENTARIO
CAB 12107,1,INVENTARIO
MB-474,0,INVENTARIO
MB-5126,0,INVENTARIO
MB-5125,2,INVENTARIO
S357,0,INVENTARIO
M2764,2,INVENTARIO
M354,1,INVENTARIO
CAB 129100,1,INVENTARIO
CAB 129049,2,INVENTARIO
MB-2149,2,INVENTARIO
S352,1,INVENTARIO
S350,2,INVENTARIO
S355,3,INVENTARIO
SC-356,2,INVENTARIO
S363,0,INVENTARIO
SC-909,15,INVENTARIO
SC 1485946,2,INVENTARIO
MB-821,1,INVENTARIO
SC-1104069,10,INVENTARIO
SC-1104070,1,INVENTARIO
