Empresa,Yhaguy,,,,,,,,
,,,,,,,,,
CODIGO,DESCRIPCION,FAMILIA,MARCA,APLICACION,MODELO,GRUPO,LINEA,PESO,VOLUMEN
PUM PD-LAM40,PUMA MOTOR OIL 40 208 LT,LUBRICANTES,PUMA,Sin Color,VARIOS,LUBRI,Sin linea,0,0
PUM PD-LAM20W50,PUMA MOTOR OIL 20W50 208 LT,LUBRICANTES,PUMA,Sin Color,VARIOS,LUBRI,Sin linea,0,0
PUM PG-LAM20W50,PUMA SAE 20W50 - API SM GALON,LUBRICANTES,PUMA,Sin Color,VARIOS,LUBRI,Sin linea,0,0
PUM PG-LAM15W40,PUMA MOTOR OIL 15W40 Galon,LUBRICANTES,PUMA,Sin Color,VARIOS,LUBRI,Sin linea,0,0
PUM PP-LAM15W40,PUMA MOTOR OIL 15W40 19 Lts,LUBRICANTES,PUMA,Sin Color,VARIOS,LUBRI,Sin linea,0,0
PUM PQ-LAM20W50,PUMA MOTOR OIL 20W50  1LT,LUBRICANTES,PUMA,Sin Color,VARIOS,LUBRI,Sin linea,0,0
PUM PQ-LAM15W40,PUMA MOTOR OIL 15W40  1LT,LUBRICANTES,PUMA,Sin Color,VARIOS,LUBRI,Sin linea,0,0
PUM PQ-LAM5W40S,PUMA MOTOR OIL 5W40 - SYNTHETIC 1LT,LUBRICANTES,PUMA,Sin Color,VARIOS,LUBRI,Sin linea,0,0
PUM PP-LAG85W140,PUMA GEAR GL 5 SAE 85W140 19 Lts,LUBRICANTES,PUMA,Sin Color,VARIOS,LUBRI,Sin linea,0,0
PUM PQ-LAG85W140,PUMA AUTO GEAR OIL 85W140 GL-5  1LT,LUBRICANTES,PUMA,Sin Color,VARIOS,LUBRI,Sin linea,0,0
PUM PQ-LAM10W40SB,PUMA MOTOR OIL 10W40 SYNBLEND 1LT,LUBRICANTES,PUMA,Sin Color,VARIOS,LUBRI,Sin linea,0,0
PUM PQ-LAG80W90LS,PUMA AUTO GEAR OIL 80W90 GL-5  1LT,LUBRICANTES,PUMA,Sin Color,VARIOS,LUBRI,Sin linea,0,0
PUM PQ-LAM2STTCW3,PUMA 2 CYCLE OIL TC-W3  1LT,LUBRICANTES,PUMA,Sin Color,VARIOS,LUBRI,Sin linea,0,0
PUM PQ-LAM4T20W50,PUMA 4 ST 20W50  1LT,LUBRICANTES,PUMA,Sin Color,VARIOS,LUBRI,Sin linea,0,0
PUM PQ-LATATFDEX3,PUMA AUTOM. TRANS. FLUID DEXRON III/MERCO 1LT,LUBRICANTES,PUMA,Sin Color,VARIOS,LUBRI,Sin linea,0,0
L10565,LIMPIADOR DE TERMINAL DE BATERIA  WN,LUBRICANTES,WYNNS,Sin Color,VARIOS,WYNNPROF,Sin linea,0,0
WYN 51514,ANTICORROSIVO Y PROTECTOR PARA RADIADOR  WN,LUBRICANTES,WYNNS,Sin Color,VARIOS,WYNNSCONS,Sin linea,0,0
L54148,MAQUINA WYNNS LIMPIADOR DE CARBURADOR  WN,LUBRICANTES,WYNNS,Sin Color,VARIOS,WYNNSCONS,Sin linea,0,0
PUR ISO46 BAL,ACEITE HIDRAULICO ISO 46 PURE GUARD BALDE,LUBRICANTES,GONHER,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
CAS CGD40,DIESEL OIL 40 - GALON,LUBRICANTES,CASTROL,Sin Color,VARIOS,LUBRI,Sin linea,0,0
CAS CQD40,DIESEL OIL 40 1LT,LUBRICANTES,CASTROL,Sin Color,VARIOS,LUBRI,Sin linea,0,0
CAS CDGEAR90,CASTROL EP GEAR OIL 90 208 LT,LUBRICANTES,CASTROL,Sin Color,VARIOS,LUBRI,Sin linea,0,0
CAS CQGEAR90,EP GEAR OIL 90 1LT,LUBRICANTES,CASTROL,Sin Color,VARIOS,LUBRI,Sin linea,0,0
CAS C2Q4T10W40,ACTEVO X TRA 4T 10W40 1LT MOTO,LUBRICANTES,CASTROL,Sin Color,VARIOS,LUBRI,Sin linea,0,0
CAS C2Q4T20W50,ACTEVO 4T MCO 20W50 1LT MOTO,LUBRICANTES,CASTROL,Sin Color,VARIOS,LUBRI,Sin linea,0,0
CAS CQGTX10W30,CASTROL GTX 10W30 CAJA 1L,LUBRICANTES,CASTROL,Sin Color,VARIOS,LUBRI,Sin linea,0,0
CAS CQGTX20W50,GTX PCMO 20W50 1LT,LUBRICANTES,CASTROL,Sin Color,VARIOS,LUBRI,Sin linea,0,0
CAS CDAX85W140,CASTROL AXLE GEAR 85W 140 208 LT,LUBRICANTES,CASTROL,Sin Color,VARIOS,LUBRI,Sin linea,0,0
CAS CQEDGET5W40,EDGE TURBO 5W40 1LT,LUBRICANTES,CASTROL,Sin Color,VARIOS,LUBRI,Sin linea,0,0
CAS C2QMAG10W40,MAGNATEC 10W40 1LT,LUBRICANTES,CASTROL,Sin Color,VARIOS,LUBRI,Sin linea,0,0
CAS C2QTRAMERMV,TRANSMAX MERCON V 1LT,LUBRICANTES,CASTROL,Sin Color,VARIOS,LUBRI,Sin linea,0,0
CAS C2QTRADOMMV,TRANSMAX DOMESTIC MV ATF III 1LT,LUBRICANTES,CASTROL,Sin Color,VARIOS,LUBRI,Sin linea,0,0
CAS CGCRBVIS25W60,CASTROL CRB VISCUS 25W60 GALON,LUBRICANTES,CASTROL,Sin Color,VARIOS,LUBRI,Sin linea,0,0
CAS CQCRBVIS25W60,CASTROL CRB VISCUS DEO 25W60 1LT,LUBRICANTES,CASTROL,Sin Color,VARIOS,LUBRI,Sin linea,0,0
CAS C2QRACING5W40,POWER RS RACING 5W40 1LT,LUBRICANTES,CASTROL,Sin Color,VARIOS,LUBRI,Sin linea,0,0
CAS CQAXSLIP80W90,AXLE LIMITED SLIP GEAR 80W90 1LT,LUBRICANTES,CASTROL,Sin Color,VARIOS,LUBRI,Sin linea,0,0
CAS CQCRBG315W40,CRB TURBO G3 DEO 15W40 1LT,LUBRICANTES,CASTROL,Sin Color,VARIOS,LUBRI,Sin linea,0,0
CAS CGRXVIS25W60,RX VISCUS DEO 25W60 - GALON,LUBRICANTES,CASTROL,Sin Color,VARIOS,LUBRI,Sin linea,0,0
CAS CQRXVIS25W60,RX VISCUS DEO 25W60 1LT,LUBRICANTES,CASTROL,Sin Color,VARIOS,LUBRI,Sin linea,0,0
CAS CPCRBVIS15W40,CASTROL CRB VISCUS DEO 15W40 BALDE,LUBRICANTES,CASTROL,Sin Color,VARIOS,LUBRI,Sin linea,0,0
CAS CQCRBVIS15W40,CRB VISCUS DEO 15W40 1LT CRB,LUBRICANTES,CASTROL,Sin Color,VARIOS,LUBRI,Sin linea,0,0
URS LA3 SAE40 1L,ACEITE TEXACO 40 DIESEL 20lts.BALDE URSA LA 3 (AR),LUBRICANTES,TEXACO,Sin Color,VARIOS,LYO,Sin linea,0,0
PUR FLEX SAE 10,P.G. FLEX SAE 10 TAMBOR 208 LTS. SG/CF4,LUBRICANTES,PURE GUARD,Sin Color,VARIOS,LUBRI,CONSTRUCTORA,0,0
PUR 3522,ACEITE PURE GUARD ATF III MERCON 19 Lts.,LUBRICANTES,PURE GUARD,Sin Color,VARIOS,LUBRI,Sin linea,0,0
PUR 1738,ACEITE PURE GUARD ATF III MERCON TAMBOR 208 Lts.,LUBRICANTES,PURE GUARD,Sin Color,VARIOS,LUBRI,Sin linea,0,0
PUR TO4 SAE 50,P.G. TO4 FLUID SAE 50 BALDE PURE GUARD,LUBRICANTES,PURE GUARD,Sin Color,TODOS,LUBRI,CONSTRUCTORA,0,0
LIQMO ISO7308,ACEITE P/ SIST. HIDRAULICO CENTRAL LIQUI MOLY,LUBRICANTES,COMPRA LOCAL,Sin Color,VARIOS,LUBRI,Sin linea,0,0
LB01659 CJ24UN,LUBRAX TRM5 SAE 90 1LT,LUBRICANTES,LUBRAX,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
LB01759 CJ24UN,LUBRAX TRM5 SAE 140 1LT.,LUBRICANTES,LUBRAX,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
LB02159 CJ24UN,LUBRAX ATF-TA (OH50) 1LT.,LUBRICANTES,LUBRAX,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
LB04659 CJ24UN,LUBRAX GL5 SAE 80W90 1LT.,LUBRICANTES,LUBRAX,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
LB09946 BD20LT,LUBRAX GL5-LS 80E90 DAB 20LT,LUBRICANTES,LUBRAX,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
LB00259 CJ24UN,LUBRAX (D) AVANTE SAE 10W40 1LT.,LUBRICANTES,LUBRAX,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
LB00770 CJ12UN,LUBRAX (D) EXTRA TB SAE 15W40 1LT.,LUBRICANTES,LUBRAX,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
LB00768 CJ06UN,LUBRAX (D) EXTRA TB SAE 15W40 4LT.,LUBRICANTES,LUBRAX,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
LB10759 CJ24X1,LUBRAX (G) ESSENCIAL SJ 20W50 1LT.,LUBRICANTES,LUBRAX,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
LB10787 CJ06UN,LUBRAX (G) ESSENCIAL SJ 20W50 3LT.,LUBRICANTES,LUBRAX,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
LB00159 CJ24UN,LUBRAX (G) SINTETICO SAE 5W40 1LT.,LUBRICANTES,LUBRAX,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
LB00659 CJ24UN,LUBRAX (D) TOP TURBO SAE 15W40 1LT.,LUBRICANTES,LUBRAX,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
LB00668 CJ06UN,LUBRAX (D) TOP TURBO SAE 15W40 4LT.,LUBRICANTES,LUBRAX,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
LB00716 TB208LT,LUBRAX (D) EXTRA TB SAE 15W40 208LT.,LUBRICANTES,LUBRAX,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
LB11168 CJ04,LUBRAX (D) VIGOROS TB SAE 25W60 4LT.,LUBRICANTES,LUBRAX,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
CAHP002,KIT BOTELLAS PARA ANALISIS DE ACEITE,LUBRICANTES,COMPRA LOCAL,Sin Color,VARIOS,LUBRI,Sin linea,0,0
59419,PP HI PERFORM LUBE SUPPL WYNN'S,LUBRICANTES,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
MOB 111675,GRASA MOBILUX EP2 - BALDE,LUBRICANTES,MOBILUX,Sin Color,VARIOS,LUBRI,CONSTRUCTORA,0,0
MOV 11674,GRASA MOBILUX EP2-TAMBOR MOBIL 1,LUBRICANTES,MOBILUX,Sin Color,VARIOS,LUBRI,CONSTRUCTORA,0,0
PUR ISO68,ACEITE HIDRAULICO ISO 68 - TIPO A PURE GUARD 208L.,LUBRICANTES,GONHER,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
CAS 002927,CASTROL 15W40CRB PLUS - LT,LUBRICANTES,CASTROL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
CAS 000330,CASTROL EDGE TURBO 5W40. API SM/CF 1L.,LUBRICANTES,CASTROL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
SHE 000372,SHELL FLUIDO DONAX YB- DOT4 0.5L,LUBRICANTES,SHELL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
94305001G,GULF CVT FLUID 1 LT NL,LUBRICANTES,GULF,Sin Color,VARIOS,LUBRI,Sin linea,0,0
VAL 881807,VALVOLINE HP GEAR OIL 80W90 LS X 0.946 L,LUBRICANTES,VALVOLINE,Sin Color,VARIOS,ANVASE,OTROS,0,19
VAL 877311,PREMIUM PROTECTION SAE 40 X 0.946,LUBRICANTES,VALVOLINE,Sin Color,VARIOS,ANVASE,Sin linea,0,"3,78"
VAL VV916,SYNPOWER 0W20 X 0.946 L,LUBRICANTES,VALVOLINE,Sin Color,VARIOS,ANVASE,Sin linea,0,"0,946"
VAL 822388,RACING FORMULA 10W30 X 0.946 L VV205,LUBRICANTES,VALVOLINE,Sin Color,VARIOS,ANVASE,Sin linea,0,"0,946"
VAL MX896 FRAC,VALVOLINE HIDRAULIC AW3 ISO 68  X  900CC  MEX,LUBRICANTES,VALVOLINE,Sin Color,VARIOS,ANVASE,Sin linea,0,"0,946"
VAL 01VE364 FRAC,VALVOLINE 15W40 TURBO FLEET CLASSIC 1 LTS ARGENTINO,LUBRICANTES,VALVOLINE,Sin Color,VARIOS,ANVASE,Sin linea,0,"0,946"
VAL 01VE130 FRAC,VALVOLINE MOTOR OIL API SL 20W50 1 LTS ARGENTINO,LUBRICANTES,VALVOLINE,Sin Color,VARIOS,ANVASE,Sin linea,0,"0,946"
VAL 847653,VALVOLINE ALL FLEET MAX V GALON 5X4 25W60 MEX,LUBRICANTES,VALVOLINE,Sin Color,VARIOS,GALON,Sin linea,0,5
VAL MX347,VALVOLINE FLUIDO ATF DEXRON III X 19 LTS MEX,LUBRICANTES,VALVOLINE,Sin Color,VARIOS,BALDE,Sin linea,0,19
VAL 854095,VALVOLINE ALL FLEET 15W40 CF-4 X 19 LTS MEX,LUBRICANTES,VALVOLINE,Sin Color,VARIOS,BALDE,Sin linea,0,19
VAL MX208,VALVOLINE VR1 RACING 20W50 X 19 LTS MEX,LUBRICANTES,VALVOLINE,Sin Color,VARIOS,BALDE,Sin linea,0,19
VAL MX346,VALVOLINE FLUIDO  ATF DEXRON III X 208 LTS MEX,LUBRICANTES,VALVOLINE,Sin Color,VARIOS,TAMBOR,Sin linea,0,208
VAL 818474 FRAC,VALVOLINE ALL  FLEET PLUS TAMBOR 208 LT 15W40,LUBRICANTES,VALVOLINE,Sin Color,VARIOS,TAMBOR,Sin linea,0,208
VAL 954094,VALVOLINE ALL FLEET 15W40 X 208 LTS MEX CH-4,LUBRICANTES,VALVOLINE,Sin Color,VARIOS,TAMBOR,Sin linea,0,208
VAL 854094,VALVOLINE ALL FLEET 15W40 X 208 LTS MEX  CF-4,LUBRICANTES,VALVOLINE,Sin Color,VARIOS,TAMBOR,Sin linea,0,208
VAL MX207,VALVOLINE VR1 RACING 20W50 X 208 LTS MEX,LUBRICANTES,VALVOLINE,Sin Color,VARIOS,TAMBOR,Sin linea,0,208
VAL MX501,VALVOLINE ALL FLEET SAE 40 X 208 LTS MEX CF-2,LUBRICANTES,VALVOLINE,Sin Color,VARIOS,TAMBOR,Sin linea,0,208
VAL 720624,"VALVOLINE HP GEAR OIL 80W90 GL5 X 0,946 L MEX",LUBRICANTES,VALVOLINE,TRANSMISION,VARIOS,ANVASE,Sin linea,0,"0,946"
VAL 720625,"VALVOLINE HP GEAR OIL 85W140 GL5 X 0,946 L MEX",LUBRICANTES,VALVOLINE,TRANSMISION,VARIOS,ANVASE,Sin linea,0,"0,946"
VAL MX837,VALVOLINE HP GEAR OIL 80W90  GL5 X 19 LTS MEX,LUBRICANTES,VALVOLINE,TRANSMISION,VARIOS,BALDE,Sin linea,0,19
VAL MX827,VALVOLINE HP GEAR OIL 85W140 GL5  X 19 LTS MEX,LUBRICANTES,VALVOLINE,TRANSMISION,VARIOS,BALDE,Sin linea,0,19
VAL MX836,VALVOLINE HP GEAR OIL 80W90 GL-5 X 208 LTS MEX,LUBRICANTES,VALVOLINE,TRANSMISION,VARIOS,TAMBOR,Sin linea,0,208
VAL 880953,VALVOLINE MAX LIFE 10W40 SEMI SINTETICO,LUBRICANTES,VALVOLINE,MOTOR,VARIOS,ANVASE,Sin linea,0,"0,946"
VAL 874241,VALVOLINE ALL FLEET 15W40 CI-4 PLUS  1LX6 UNID,LUBRICANTES,VALVOLINE,MOTOR,VARIOS,ANVASE,Sin linea,0,"0,946"
VAL 875392,PREMIUM PROTECTION 20W50 X 208 L,LUBRICANTES,VALVOLINE,MOTOR,VARIOS,ANVASE,Sin linea,0,"0,946"
VAL VV329,DRIVE TRAIN TRANSMISSION OIL TO-4 SAE 50 19L.,LUBRICANTES,VALVOLINE,MOTOR,VARIOS,ANVASE,Sin linea,0,19
VAL 881797,HP GEAR OIL SAE 85W140 # VV825#,LUBRICANTES,VALVOLINE,MOTOR,VARIOS,ANVASE,Sin linea,0,"0,946"
VAL 847651,VALVOLINE ALL FLEET MAX V 25W60 1LX12 MEX,LUBRICANTES,VALVOLINE,MOTOR,VARIOS,ANVASE,Sin linea,0,"0,946"
VAL 710994,"VALVOLINE ALL FLEET SAE 40 X 0,946 L HD MEX",LUBRICANTES,VALVOLINE,MOTOR,VARIOS,ANVASE,Sin linea,0,"0,946"
VAL 854097,VALVOLINE ALL FLEET 15W40 X 0.946 LTS MEX CF-4,LUBRICANTES,VALVOLINE,MOTOR,VARIOS,ANVASE,Sin linea,0,"0,946"
VAL 710995,VALVOLINE VR1 RACING 20W50 X 0.946 MEX,LUBRICANTES,VALVOLINE,MOTOR,VARIOS,ANVASE,Sin linea,0,"0,946"
VAL 854096,VALVOLINE ALL FLEET 15W40 X 5 LTS MEX,LUBRICANTES,VALVOLINE,MOTOR,VARIOS,GALON,Sin linea,0,5
VAL 847652,VALVOLINE ALL FLEET PLUS 25W60 CF-4 BALDE 19 LT MEX,LUBRICANTES,VALVOLINE,MOTOR,VARIOS,BALDE,Sin linea,0,19
VAL MX502,VALVOLINE ALL FLEET SAE 40 X 19 LTS MEX  CF2,LUBRICANTES,VALVOLINE,MOTOR,VARIOS,BALDE,Sin linea,0,19
VAL MX387,VALVOLINE ALL FLEET PLUS 15W40 BALDE X 19L.,LUBRICANTES,VALVOLINE,MOTOR,VARIOS,BALDE,Sin linea,0,200
VAL 847654,VALVOLINE ALL FLEET PLUS 25W60  TAMBOR 208 LT MEX  CF-4,LUBRICANTES,VALVOLINE,MOTOR,VARIOS,TAMBOR,Sin linea,0,208
VAL MX384,VALVOLINE ALL FLEET PLUS 15W40 X 200 L MEX CI-4,LUBRICANTES,VALVOLINE,MOTOR,VARIOS,TAMBOR,Sin linea,0,200
VAL MX897,VALVOLINE HIDRAULIC AW3 ISO 68 X 19 LTS MEX,LUBRICANTES,VALVOLINE,HIDRAULICO,VARIOS,BALDE,Sin linea,0,19
VAL MX896,VALVOLINE HIDRAULIC AW3 ISO 68  X 208 LTS MEX,LUBRICANTES,VALVOLINE,HIDRAULICO,VARIOS,TAMBOR,Sin linea,0,208
VAL MX826,VALVOLINE HP GEAR OIL 85W140 X 208 LTS MEX,LUBRICANTES,VALVOLINE,HIDRAULICO,VARIOS,TAMBOR,Sin linea,0,208
VAL 729566,VALVOLINE PREMIUM BLUE DEF,LUBRICANTES,VALVOLINE,REFRIGERANTE,VARIOS,GALON,Sin linea,0,"9,45"
VAL ZXEDRU2,VALVOLINE ANTICONGELANTE ZEREX EXTENDER LIFE ROJO 50/50 208L,LUBRICANTES,VALVOLINE,REFRIGERANTE,VARIOS,TAMBOR,LIVIANA,0,"3,78"
VAL 836608,EAGLE ONE WIPE & SHINE,LUBRICANTES,EAGLE ONE,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
VAL 836609,EAGLE ONE NANO WAX SPRAY,LUBRICANTES,EAGLE ONE,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
VAL 836605,EAGLE ONE NANO WAX AS U WASH,LUBRICANTES,EAGLE ONE,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
VAL 836607,EAGLE ONE 20/20 AUTO GLASS CLEANER,LUBRICANTES,EAGLE ONE,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
VAL 824331,EAGLE ONE ALL WHEEL & TIRE CLEANER,LUBRICANTES,EAGLE ONE,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
VAL 845246,EAGLE ONE LEATHER ESSENTIAL CLEANER,LUBRICANTES,EAGLE ONE,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
VAL 845325,EAGLE ONE CARPET AND UPHOLSTERY CLEANER,LUBRICANTES,EAGLE ONE,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
VAL 845327,EAGLE ONE LEATHER ESSENTIAL CONDITIONER,LUBRICANTES,EAGLE ONE,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
LUB GRA 16K,GRASA LUBRAX 16K,LUBRICANTES,COMPRA LOCAL,Sin Color,VARIOS,LUBRI,PESADA,0,0
LUB GRA 20KG,GRASA P/RULEMAN LUBRAX 20K KG,LUBRICANTES,COMPRA LOCAL,Sin Color,VARIOS,LUBRI,PESADA,0,0
LUB ISO320,ACEITE LUBRAX ISO 320 BALDE 20LTS.,LUBRICANTES,COMPRA LOCAL,Sin Color,VARIOS,LUBRI,PESADA,0,0
MOT 214,GRASA CHASIS TG 214 MOTORMAX 170KG,LUBRICANTES,COMPRA LOCAL,Sin Color,VARIOS,LUBRI,Sin linea,0,0
MOT 215,GRASA CHASIS MOTORMAX BALDE 18KG,LUBRICANTES,COMPRA LOCAL,Sin Color,VARIOS,LUBRI,Sin linea,0,0
LUB 1723,GRASA CHASIS LUBRIMOTOR BALDE 18KG,LUBRICANTES,COMPRA LOCAL,Sin Color,VARIOS,LUBRI,Sin linea,0,0
ULT RAD 1L,ADITIVO RADIADOR ULTRA 1L,LUBRICANTES,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
ULT RAD 4L,ADITIVO RADIADOR ULTRA 4L,LUBRICANTES,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
LUB 15W40 4L,ACEITE 15W40 LUBRAX,LUBRICANTES,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
RAC OIL 20W50,ACEITE MOTOR RACING OIL 20W50,LUBRICANTES,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
RUT SAE 40 1L,ACEITE MOTOR SAE 40 1L,LUBRICANTES,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
XCEL 85W140 1L,ACEITE XCEL USA 85W140,LUBRICANTES,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
TOT TO4 SAE50,P.G. TO4 FLUID SAE 50 BALDE 20Lts. TOTAL,LUBRICANTES,COMPRA LOCAL,Sin Color,TODOS,LUBRI,CONSTRUCTORA,0,0
PUM PGLAM40,PUMA MOTOR OIL 40 - 3/1GI - SM,LUBRICANTES,PUMA,Sin Color,VARIOS,LUBRI,Sin linea,0,0
PUM PPLAM36,PUMA TRAC SAE 10W  BALDE,LUBRICANTES,PUMA,Sin Color,VARIOS,LUBRI,Sin linea,0,0
PUM PD-HDELCOOL,PUMA HEAVY DUTY EXTENDED LIFE COO,LUBRICANTES,PUMA,Sin Color,VARIOS,LUBRI,Sin linea,0,0
PUM PQ-LAM10W30,PUMA MOTOR OIL 10W30 1LT,LUBRICANTES,PUMA,Sin Color,VARIOS,LUBRI,Sin linea,0,0
PUM PD-LAG85W140,PUMA GEAR GL 5 SAE 85W140 208 LTS,LUBRICANTES,PUMA,Sin Color,VARIOS,LUBRI,Sin linea,0,0
CAS CDGTX20W50,CASTROL GTX PCMO 20W50 208 L,LUBRICANTES,CASTROL,Sin Color,VARIOS,LUBRI,Sin linea,0,0
CAS CQMAGD10W40,CASTROL MAGNATEC DIESEL 10W40 1L,LUBRICANTES,CASTROL,Sin Color,VARIOS,LUBRI,Sin linea,0,0
CAS C2QSYNTSLIP,SYNTRAX LIMITED SLIP 75w90,LUBRICANTES,CASTROL,Sin Color,VARIOS,LUBRI,Sin linea,0,0
CAS CPSYN75W140,CASTROL SYNTRAX LIMIT SLIP 75W140 1L,LUBRICANTES,CASTROL,Sin Color,VARIOS,LUBRI,Sin linea,0,0
CAS C2QEDPRO5W20,EDGE PROFESSIONAL OE 5W20,LUBRICANTES,CASTROL,Sin Color,VARIOS,LUBRI,Sin linea,0,0
CAS C2QEDSPT5W40,CASTROL EDGE SPT 5W40 1LT NAFTA,LUBRICANTES,CASTROL,Sin Color,VARIOS,LUBRI,Sin linea,0,0
CAS CGMAGD10W40,CASTROL MAGNATEC DIESEL 10W40 GALON,LUBRICANTES,CASTROL,Sin Color,VARIOS,LUBRI,Sin linea,0,0
CAS CGVECTON15W40,CASTROL VECTON CI4 PLUS 15W40 GALON,LUBRICANTES,CASTROL,Sin Color,VARIOS,LUBRI,Sin linea,0,0
TEX SAE10,P.G. TO4 FLEX SAE 10 BALDE 20 LTS. SG/CF4,LUBRICANTES,TEXACO,Sin Color,VARIOS,LUBRI,CONSTRUCTORA,0,0
PUR 1126,P.G. FLEX SAE 10 CF-4/SG BALDE,LUBRICANTES,PURE GUARD,Sin Color,VARIOS,LUBRI,LIVIANA,0,0
PUR TO4 SAE 10,P.G. TO4 FLUID SAE 10 BALDE PURE GUARD,LUBRICANTES,PURE GUARD,Sin Color,VARIOS,LUBRI,CONSTRUCTORA,0,0
PUR 1205,GRASA MP2 ALTA TEMP. PURE GUARD BALDE,LUBRICANTES,PURE GUARD,Sin Color,VARIOS,LUBRI,Sin linea,0,0
PUR TO4 SAE50,P.G. TO4 FLUID SAE 50 TAMBOR PURE GUARD,LUBRICANTES,PURE GUARD,Sin Color,TODOS,LUBRI,CONSTRUCTORA,0,0
MOB 110986,P.G. TO4 FLUID SAE 10 MOBIL TRANS HD TAMBOR,LUBRICANTES,MOBIL 1,Sin Color,VARIOS,LUBRI,CONSTRUCTORA,0,0
MOB SHC629,ACEITE SHC629 BALDE 19 Lts. MOBIL,LUBRICANTES,MOBIL 1,Sin Color,VARIOS,LUBRI,Sin linea,0,0
PUR 180 KG,GRASA PARA RULEMAN 180 KG PUREGUARD,LUBRICANTES,LUBRIMOTOR,Sin Color,VARIOS,LUBRI,Sin linea,0,0
LUB 4634,GRASA PARA RULEMAN 18 KG LUBRIMOTOR,LUBRICANTES,LUBRIMOTOR,Sin Color,VARIOS,LUBRI,Sin linea,0,0
LUB 1726,GRASA PARA RULEMAN 20 KG LUBRIMOTOR,LUBRICANTES,LUBRIMOTOR,Sin Color,VARIOS,LUBRI,Sin linea,0,0
PUM PQLA5W40,5W40 MOTOR OIL SINTETICO CJ4,LUBRICANTES,COMPRA LOCAL,Sin Color,TODOS,LUBRI,Sin linea,0,0
PUR ISO68 BAL,ACEITE HIDRAULICO ISO 68 - TIPO A PURE GUARD BALDE,LUBRICANTES,GONHER,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
