Empresa,Yhaguy,,,,,,
,,,,,,,
RAZONSOCIAL,NRODOCUMENTO,CONCEPTO,EMISION,VENCIMIENTO,IMPORTE,SALDO,IDCUENTA
YHAGUY BATERIAS S.A.,23425,Gastos Contado,08/16/2018 00:00:00,09/15/2018 00:00:00,560000,560000,58348
YHAGUY BATERIAS S.A.,23397,Compras  CREDITO,08/14/2018 00:00:00,09/13/2018 00:00:00,10568000,10568000,58348
YHAGUY BATERIAS S.A.,23247,Compras  CREDITO,08/08/2018 00:00:00,09/07/2018 00:00:00,3357000,3357000,58348
YHAGUY BATERIAS S.A.,23167,Compras  CREDITO,08/06/2018 00:00:00,09/05/2018 00:00:00,2196000,2196000,58348
YHAGUY BATERIAS S.A.,23246,Compras  CREDITO,08/08/2018 00:00:00,09/07/2018 00:00:00,6330000,6330000,58348
YHAGUY BATERIAS S.A.,23168,Compras  CREDITO,08/06/2018 00:00:00,09/05/2018 00:00:00,4105000,4105000,58348
YHAGUY BATERIAS S.A.,23439,Compras  CREDITO,08/16/2018 00:00:00,09/15/2018 00:00:00,24720000,24720000,58348
YHAGUY BATERIAS S.A.,23553,Compras  CREDITO,08/21/2018 00:00:00,09/20/2018 00:00:00,11957000,11957000,58348
YHAGUY BATERIAS S.A.,23563,Compras  CREDITO,08/21/2018 00:00:00,09/20/2018 00:00:00,30870000,30870000,58348
YHAGUY BATERIAS S.A.,23606,Compras  CREDITO,08/22/2018 00:00:00,09/21/2018 00:00:00,10132000,10132000,58348
YHAGUY BATERIAS S.A.,23607,Compras  CREDITO,08/22/2018 00:00:00,09/21/2018 00:00:00,2438000,2438000,58348
YHAGUY BATERIAS S.A.,23761,Compras  CREDITO,08/27/2018 00:00:00,09/27/2018 00:00:00,8153000,8153000,58348
YHAGUY BATERIAS S.A.,23921,Compras  CREDITO,08/31/2018 00:00:00,09/30/2018 00:00:00,8170000,8170000,58348
YHAGUY BATERIAS S.A.,23923,Compras  CREDITO,08/31/2018 00:00:00,09/30/2018 00:00:00,453000,453000,58348
YHAGUY BATERIAS S.A.,23929,Compras  CREDITO,08/31/2018 00:00:00,09/30/2018 00:00:00,335000,335000,58348
YHAGUY BATERIAS S.A.,23762,Compras  CREDITO,08/27/2018 00:00:00,09/26/2018 00:00:00,5342000,5342000,58348
YHAGUY BATERIAS S.A.,24054,Gastos Credito,09/06/2018 00:00:00,10/06/2018 00:00:00,241600,241600,58348
YHAGUY BATERIAS S.A.,24238,Compras  CREDITO,09/12/2018 00:00:00,10/12/2018 00:00:00,21687000,21687000,58348
YHAGUY BATERIAS S.A.,24239,Compras  CREDITO,09/12/2018 00:00:00,10/12/2018 00:00:00,7596000,7596000,58348
YHAGUY BATERIAS S.A.,24234,Compras  CREDITO,09/12/2018 00:00:00,10/12/2018 00:00:00,7176200,7176200,58348
YHAGUY BATERIAS S.A.,24481,Compras  CREDITO,09/21/2018 00:00:00,10/21/2018 00:00:00,12054000,12054000,58348
YHAGUY BATERIAS S.A.,24494,Compras  CREDITO,09/25/2018 00:00:00,10/25/2018 00:00:00,10193200,10193200,58348
YHAGUY BATERIAS S.A.,24495,Compras  CREDITO,09/25/2018 00:00:00,10/25/2018 00:00:00,3726200,3726200,58348
YHAGUY BATERIAS S.A.,24624,Compras  CREDITO,09/27/2018 00:00:00,10/27/2018 00:00:00,9133000,9133000,58348
YHAGUY BATERIAS S.A.,9678635,Compras  CREDITO,10/01/2018 00:00:00,10/31/2018 00:00:00,4853000,4853000,58348
YHAGUY BATERIAS S.A.,24706,Compras  CREDITO,10/02/2018 00:00:00,11/01/2018 00:00:00,114000,114000,58348
YHAGUY BATERIAS S.A.,24713,Compras  CREDITO,10/02/2018 00:00:00,11/01/2018 00:00:00,14442000,14442000,58348
YHAGUY BATERIAS S.A.,24659,Compras  CREDITO,09/28/2018 00:00:00,10/28/2018 00:00:00,13534000,13534000,58348
YHAGUY REPUESTOS S.A.,49031,Gastos Contado,01/02/2017 00:00:00,01/03/2017 00:00:00,158029,158029,9310
YHAGUY REPUESTOS S.A.,49085,Gastos Contado,01/03/2017 00:00:00,01/04/2017 00:00:00,189500,189500,9310
YHAGUY REPUESTOS S.A.,49115,Gastos Contado,01/03/2017 00:00:00,01/04/2017 00:00:00,60000,60000,9310
YHAGUY REPUESTOS S.A.,49103,Gastos Contado,01/03/2017 00:00:00,01/04/2017 00:00:00,908820,908820,9310
YHAGUY REPUESTOS S.A.,71477,Gastos Contado,01/03/2017 00:00:00,01/04/2017 00:00:00,789186,789186,9310
YHAGUY REPUESTOS S.A.,49074,Gastos Contado,01/03/2017 00:00:00,01/04/2017 00:00:00,94225,94225,9310
YHAGUY REPUESTOS S.A.,71669,Gastos Contado,01/05/2017 00:00:00,01/06/2017 00:00:00,35020,35020,9310
YHAGUY REPUESTOS S.A.,49339,Gastos Contado,01/09/2017 00:00:00,01/10/2017 00:00:00,139093,139093,9310
YHAGUY REPUESTOS S.A.,49341,Gastos Contado,01/09/2017 00:00:00,01/10/2017 00:00:00,206000,206000,9310
YHAGUY REPUESTOS S.A.,49374,Gastos Contado,01/09/2017 00:00:00,01/10/2017 00:00:00,395400,395400,9310
YHAGUY REPUESTOS S.A.,71969,Gastos Contado,01/09/2017 00:00:00,01/10/2017 00:00:00,141000,141000,9310
YHAGUY REPUESTOS S.A.,49402,Gastos Contado,01/10/2017 00:00:00,01/11/2017 00:00:00,147779,147779,9310
YHAGUY REPUESTOS S.A.,49403,Gastos Contado,01/10/2017 00:00:00,01/11/2017 00:00:00,170000,170000,9310
YHAGUY REPUESTOS S.A.,49523,Gastos Contado,01/12/2017 00:00:00,01/13/2017 00:00:00,111850,111850,9310
YHAGUY REPUESTOS S.A.,49532,Gastos Contado,01/12/2017 00:00:00,01/13/2017 00:00:00,194000,194000,9310
YHAGUY REPUESTOS S.A.,55878,Gastos Contado,01/12/2017 00:00:00,01/13/2017 00:00:00,4400,4400,9310
YHAGUY REPUESTOS S.A.,55877,Gastos Contado,01/12/2017 00:00:00,01/13/2017 00:00:00,305544,305544,9310
YHAGUY REPUESTOS S.A.,49604,Gastos Contado,01/13/2017 00:00:00,01/14/2017 00:00:00,164000,164000,9310
YHAGUY REPUESTOS S.A.,49665,Gastos Contado,01/14/2017 00:00:00,01/15/2017 00:00:00,111000,111000,9310
YHAGUY REPUESTOS S.A.,73117,Gastos Contado,01/23/2017 00:00:00,01/24/2017 00:00:00,522675,522675,9310
YHAGUY REPUESTOS S.A.,49869,Gastos Contado,01/19/2017 00:00:00,01/20/2017 00:00:00,252450,252450,9310
YHAGUY REPUESTOS S.A.,73115,Gastos Contado,01/23/2017 00:00:00,01/24/2017 00:00:00,99504,99504,9310
YHAGUY REPUESTOS S.A.,56337,Gastos Contado,01/23/2017 00:00:00,01/24/2017 00:00:00,50000,50000,9310
YHAGUY REPUESTOS S.A.,73637,Gastos Contado,01/27/2017 00:00:00,01/28/2017 00:00:00,28615,28615,9310
YHAGUY REPUESTOS S.A.,50076,Gastos Contado,01/25/2017 00:00:00,01/26/2017 00:00:00,115000,115000,9310
YHAGUY REPUESTOS S.A.,50078,Gastos Contado,01/25/2017 00:00:00,01/26/2017 00:00:00,349327,349327,9310
YHAGUY REPUESTOS S.A.,50161,Gastos Contado,01/27/2017 00:00:00,01/28/2017 00:00:00,28060,28060,9310
YHAGUY REPUESTOS S.A.,50269,Gastos Contado,01/30/2017 00:00:00,01/31/2017 00:00:00,218300,218300,9310
YHAGUY REPUESTOS S.A.,50335,Gastos Contado,01/31/2017 00:00:00,02/01/2017 00:00:00,332120,332120,9310
YHAGUY REPUESTOS S.A.,50309,Gastos Contado,01/31/2017 00:00:00,02/01/2017 00:00:00,20000,20000,9310
YHAGUY REPUESTOS S.A.,50253,Gastos Contado,01/30/2017 00:00:00,01/31/2017 00:00:00,236221,236221,9310
YHAGUY REPUESTOS S.A.,50450,Gastos Contado,02/03/2017 00:00:00,02/04/2017 00:00:00,236500,236500,9310
YHAGUY REPUESTOS S.A.,56760,Gastos Contado,02/02/2017 00:00:00,02/03/2017 00:00:00,133046,133046,9310
YHAGUY REPUESTOS S.A.,74506,Gastos Contado,02/08/2017 00:00:00,02/09/2017 00:00:00,395297,395297,9310
YHAGUY REPUESTOS S.A.,50503,Gastos Contado,02/07/2017 00:00:00,02/08/2017 00:00:00,52700,52700,9310
YHAGUY REPUESTOS S.A.,50506,Gastos Contado,02/07/2017 00:00:00,02/08/2017 00:00:00,219802,219802,9310
YHAGUY REPUESTOS S.A.,50475,Gastos Contado,02/03/2017 00:00:00,02/04/2017 00:00:00,250317,250317,9310
YHAGUY REPUESTOS S.A.,74587,Gastos Contado,02/08/2017 00:00:00,02/09/2017 00:00:00,53242,53242,9310
YHAGUY REPUESTOS S.A.,50671,Gastos Contado,02/13/2017 00:00:00,02/14/2017 00:00:00,142000,142000,9310
YHAGUY REPUESTOS S.A.,50696,Gastos Contado,02/13/2017 00:00:00,02/14/2017 00:00:00,194000,194000,9310
YHAGUY REPUESTOS S.A.,50663,Gastos Contado,02/13/2017 00:00:00,02/14/2017 00:00:00,348370,348370,9310
YHAGUY REPUESTOS S.A.,50827,Gastos Contado,02/16/2017 00:00:00,02/17/2017 00:00:00,441500,441500,9310
YHAGUY REPUESTOS S.A.,57303,Gastos Contado,02/17/2017 00:00:00,02/18/2017 00:00:00,134300,134300,9310
YHAGUY REPUESTOS S.A.,57428,Gastos Contado,02/21/2017 00:00:00,02/22/2017 00:00:00,500000,500000,9310
YHAGUY REPUESTOS S.A.,51050,Gastos Contado,02/23/2017 00:00:00,02/24/2017 00:00:00,36000,36000,9310
YHAGUY REPUESTOS S.A.,51110,Gastos Contado,02/24/2017 00:00:00,02/25/2017 00:00:00,280500,280500,9310
YHAGUY REPUESTOS S.A.,51159,Gastos Contado,02/25/2017 00:00:00,02/26/2017 00:00:00,362094,362094,9310
YHAGUY REPUESTOS S.A.,51179,Gastos Contado,02/28/2017 00:00:00,03/01/2017 00:00:00,162450,162450,9310
YHAGUY REPUESTOS S.A.,1030,Autofactura,03/01/2017 00:00:00,03/02/2017 00:00:00,50000,50000,9310
YHAGUY REPUESTOS S.A.,89024,Gastos Credito,05/02/2017 00:00:00,06/01/2017 00:00:00,21000,21000,9310
YHAGUY REPUESTOS S.A.,89023,Gastos Credito,05/02/2017 00:00:00,06/01/2017 00:00:00,67750,67750,9310
YHAGUY REPUESTOS S.A.,69573,Gastos Credito,06/26/2017 00:00:00,07/26/2017 00:00:00,80000,80000,9310
YHAGUY REPUESTOS S.A.,62200,Gastos Credito,07/13/2017 00:00:00,07/14/2017 00:00:00,181018,181018,9310
YHAGUY REPUESTOS S.A.,93776,Gastos Credito,07/17/2017 00:00:00,08/16/2017 00:00:00,142906,142906,9310
YHAGUY REPUESTOS S.A.,62802,Gastos Credito,08/02/2017 00:00:00,09/01/2017 00:00:00,13125,13125,9310
YHAGUY REPUESTOS S.A.,95058,Gastos Credito,08/03/2017 00:00:00,09/02/2017 00:00:00,192188,192188,9310
YHAGUY REPUESTOS S.A.,62999,Gastos Credito,08/08/2017 00:00:00,09/07/2017 00:00:00,1098000,1098000,9310
YHAGUY REPUESTOS S.A.,87427,Gastos Credito,08/09/2017 00:00:00,09/08/2017 00:00:00,248105,248105,9310
YHAGUY REPUESTOS S.A.,63021,Gastos Credito,08/09/2017 00:00:00,09/08/2017 00:00:00,50000,50000,9310
YHAGUY REPUESTOS S.A.,95376,Gastos Credito,08/09/2017 00:00:00,09/08/2017 00:00:00,47221,47221,9310
YHAGUY REPUESTOS S.A.,95373,Gastos Credito,08/09/2017 00:00:00,09/08/2017 00:00:00,93500,93500,9310
YHAGUY REPUESTOS S.A.,87555,Gastos Credito,08/09/2017 00:00:00,09/08/2017 00:00:00,83112,83112,9310
YHAGUY REPUESTOS S.A.,95455,Gastos Credito,08/09/2017 00:00:00,09/08/2017 00:00:00,158700,158700,9310
YHAGUY REPUESTOS S.A.,95477,Gastos Credito,08/10/2017 00:00:00,09/08/2017 00:00:00,23360,23360,9310
YHAGUY REPUESTOS S.A.,95716,Gastos Credito,08/14/2017 00:00:00,09/13/2017 00:00:00,280000,280000,9310
YHAGUY REPUESTOS S.A.,95653,Gastos Credito,08/14/2017 00:00:00,09/13/2017 00:00:00,127044,127044,9310
YHAGUY REPUESTOS S.A.,96021,Gastos Credito,08/21/2017 00:00:00,09/20/2017 00:00:00,193000,193000,9310
YHAGUY REPUESTOS S.A.,96024,Gastos Credito,08/21/2017 00:00:00,09/20/2017 00:00:00,127906,127906,9310
YHAGUY REPUESTOS S.A.,96506,Gastos Credito,08/28/2017 00:00:00,09/27/2017 00:00:00,526000,526000,9310
YHAGUY REPUESTOS S.A.,96273,Gastos Credito,08/24/2017 00:00:00,09/23/2017 00:00:00,40150,40150,9310
YHAGUY REPUESTOS S.A.,96517,Gastos Credito,08/29/2017 00:00:00,09/28/2017 00:00:00,234500,234500,9310
YHAGUY REPUESTOS S.A.,89030,Gastos Credito,09/01/2017 00:00:00,10/01/2017 00:00:00,114816,114816,9310
YHAGUY REPUESTOS S.A.,89089,Gastos Credito,09/02/2017 00:00:00,10/02/2017 00:00:00,305036,305036,9310
YHAGUY REPUESTOS S.A.,96682,Gastos Credito,08/31/2017 00:00:00,09/30/2017 00:00:00,1392768,1392768,9310
YHAGUY REPUESTOS S.A.,63766,Gastos Credito,09/04/2017 00:00:00,10/04/2017 00:00:00,50000,50000,9310
YHAGUY REPUESTOS S.A.,96875,Gastos Credito,09/04/2017 00:00:00,10/04/2017 00:00:00,581750,581750,9310
YHAGUY REPUESTOS S.A.,96897,Gastos Credito,09/04/2017 00:00:00,10/04/2017 00:00:00,178200,178200,9310
YHAGUY REPUESTOS S.A.,96844,Gastos Credito,09/02/2017 00:00:00,10/02/2017 00:00:00,36534,36534,9310
YHAGUY REPUESTOS S.A.,89281,Gastos Credito,09/05/2017 00:00:00,10/05/2017 00:00:00,284886,284886,9310
YHAGUY REPUESTOS S.A.,63836,Gastos Credito,09/06/2017 00:00:00,10/06/2017 00:00:00,50000,50000,9310
YHAGUY REPUESTOS S.A.,97094,Gastos Credito,09/07/2017 00:00:00,10/07/2017 00:00:00,174500,174500,9310
YHAGUY REPUESTOS S.A.,63897,Gastos Credito,09/07/2017 00:00:00,10/07/2017 00:00:00,248500,248500,9310
YHAGUY REPUESTOS S.A.,96943,Gastos Credito,09/05/2017 00:00:00,10/05/2017 00:00:00,128000,128000,9310
YHAGUY REPUESTOS S.A.,97368,Gastos Credito,09/12/2017 00:00:00,10/12/2017 00:00:00,35360,35360,9310
YHAGUY REPUESTOS S.A.,90068,Gastos Credito,09/18/2017 00:00:00,10/18/2017 00:00:00,45000,45000,9310
YHAGUY REPUESTOS S.A.,98050,Gastos Credito,09/21/2017 00:00:00,10/21/2017 00:00:00,27288,27288,9310
YHAGUY REPUESTOS S.A.,90436,Gastos Credito,09/25/2017 00:00:00,10/25/2017 00:00:00,86573,86573,9310
YHAGUY REPUESTOS S.A.,64482,Gastos Credito,09/26/2017 00:00:00,10/26/2017 00:00:00,20625,20625,9310
YHAGUY REPUESTOS S.A.,97973,Gastos Credito,09/20/2017 00:00:00,10/20/2017 00:00:00,36800,36800,9310
YHAGUY REPUESTOS S.A.,97554,Gastos Credito,09/14/2017 00:00:00,10/14/2017 00:00:00,35200,35200,9310
YHAGUY REPUESTOS S.A.,90864,Gastos Credito,10/03/2017 00:00:00,11/02/2017 00:00:00,54339,54339,9310
YHAGUY REPUESTOS S.A.,64512,Gastos Credito,09/27/2017 00:00:00,10/27/2017 00:00:00,16352,16352,9310
YHAGUY REPUESTOS S.A.,64725,Gastos Credito,10/04/2017 00:00:00,11/03/2017 00:00:00,320000,320000,9310
YHAGUY REPUESTOS S.A.,98496,Gastos Credito,09/27/2017 00:00:00,10/27/2017 00:00:00,279500,279500,9310
YHAGUY REPUESTOS S.A.,97822,Gastos Credito,09/18/2017 00:00:00,10/18/2017 00:00:00,128500,128500,9310
YHAGUY REPUESTOS S.A.,97467,Gastos Credito,09/13/2017 00:00:00,10/13/2017 00:00:00,108200,108200,9310
YHAGUY REPUESTOS S.A.,97511,Gastos Credito,09/13/2017 00:00:00,10/13/2017 00:00:00,407264,407264,9310
YHAGUY REPUESTOS S.A.,98257,Gastos Credito,09/25/2017 00:00:00,10/25/2017 00:00:00,68000,68000,9310
YHAGUY REPUESTOS S.A.,97766,Gastos Credito,09/18/2017 00:00:00,10/18/2017 00:00:00,280000,280000,9310
YHAGUY REPUESTOS S.A.,99085,Gastos Credito,10/10/2017 00:00:00,11/09/2017 00:00:00,198200,198200,9310
YHAGUY REPUESTOS S.A.,64960,Gastos Credito,10/12/2017 00:00:00,11/11/2017 00:00:00,377500,377500,9310
YHAGUY REPUESTOS S.A.,91629,Gastos Credito,10/16/2017 00:00:00,11/15/2017 00:00:00,22345,22345,9310
YHAGUY REPUESTOS S.A.,99704,Gastos Credito,10/20/2017 00:00:00,11/19/2017 00:00:00,319400,319400,9310
YHAGUY REPUESTOS S.A.,92116,Gastos Credito,10/23/2017 00:00:00,11/19/2017 00:00:00,53818,53818,9310
YHAGUY REPUESTOS S.A.,99565,Gastos Credito,10/18/2017 00:00:00,11/17/2017 00:00:00,30000,30000,9310
YHAGUY REPUESTOS S.A.,99403,Gastos Credito,10/16/2017 00:00:00,11/15/2017 00:00:00,20900,20900,9310
YHAGUY REPUESTOS S.A.,58634,Gastos Credito,10/24/2017 00:00:00,11/23/2017 00:00:00,2274,2274,9310
YHAGUY REPUESTOS S.A.,65309,Gastos Credito,10/25/2017 00:00:00,11/24/2017 00:00:00,10300,10300,9310
YHAGUY REPUESTOS S.A.,92318,Gastos Credito,10/25/2017 00:00:00,11/24/2017 00:00:00,58077,58077,9310
YHAGUY REPUESTOS S.A.,58770,Gastos Credito,10/25/2017 00:00:00,11/24/2017 00:00:00,26250,26250,9310
YHAGUY REPUESTOS S.A.,59026,Gastos Credito,10/28/2017 00:00:00,11/27/2017 00:00:00,140140,140140,9310
YHAGUY REPUESTOS S.A.,59023,Gastos Credito,10/28/2017 00:00:00,11/27/2017 00:00:00,150000,150000,9310
YHAGUY REPUESTOS S.A.,99766,Gastos Credito,10/30/2017 00:00:00,11/29/2017 00:00:00,127500,127500,9310
YHAGUY REPUESTOS S.A.,99812,Gastos Credito,10/30/2017 00:00:00,11/29/2017 00:00:00,237500,237500,9310
YHAGUY REPUESTOS S.A.,99617,Gastos Credito,10/19/2017 00:00:00,10/20/2017 00:00:00,133637,133637,9310
YHAGUY REPUESTOS S.A.,65606,Gastos Credito,11/06/2017 00:00:00,12/06/2017 00:00:00,50000,50000,9310
YHAGUY REPUESTOS S.A.,100109,Gastos Credito,11/04/2017 00:00:00,12/04/2017 00:00:00,138500,138500,9310
YHAGUY REPUESTOS S.A.,100043,Gastos Credito,11/02/2017 00:00:00,12/02/2017 00:00:00,35482,35482,9310
YHAGUY REPUESTOS S.A.,100044,Gastos Credito,11/02/2017 00:00:00,12/02/2017 00:00:00,230000,230000,9310
YHAGUY REPUESTOS S.A.,92908,Gastos Credito,11/03/2017 00:00:00,12/03/2017 00:00:00,89043,89043,9310
YHAGUY REPUESTOS S.A.,93017,Gastos Credito,11/06/2017 00:00:00,12/06/2017 00:00:00,161564,161564,9310
YHAGUY REPUESTOS S.A.,65713,Gastos Credito,11/09/2017 00:00:00,12/09/2017 00:00:00,238000,238000,9310
YHAGUY REPUESTOS S.A.,100267,Gastos Credito,11/07/2017 00:00:00,12/07/2017 00:00:00,182000,182000,9310
YHAGUY REPUESTOS S.A.,76179,Gastos Credito,11/17/2017 00:00:00,12/17/2017 00:00:00,204401,204401,9310
YHAGUY REPUESTOS S.A.,93983,Gastos Credito,11/20/2017 00:00:00,12/20/2017 00:00:00,12350,12350,9310
YHAGUY REPUESTOS S.A.,101083,Gastos Credito,11/20/2017 00:00:00,12/20/2017 00:00:00,105500,105500,9310
YHAGUY REPUESTOS S.A.,101014,Gastos Credito,11/20/2017 00:00:00,12/20/2017 00:00:00,39500,39500,9310
YHAGUY REPUESTOS S.A.,101369,Gastos Credito,11/24/2017 00:00:00,12/24/2017 00:00:00,113500,113500,9310
YHAGUY REPUESTOS S.A.,101201,Gastos Credito,11/22/2017 00:00:00,12/22/2017 00:00:00,104500,104500,9310
YHAGUY REPUESTOS S.A.,101295,Gastos Credito,11/23/2017 00:00:00,12/23/2017 00:00:00,151500,151500,9310
YHAGUY REPUESTOS S.A.,66183,Gastos Credito,11/25/2017 00:00:00,12/25/2017 00:00:00,42600,42600,9310
YHAGUY REPUESTOS S.A.,101565,Gastos Credito,11/28/2017 00:00:00,12/28/2017 00:00:00,160574,160574,9310
YHAGUY REPUESTOS S.A.,101890,Gastos Credito,12/02/2017 00:00:00,01/01/2018 00:00:00,271000,271000,9310
YHAGUY REPUESTOS S.A.,101868,Gastos Credito,12/02/2017 00:00:00,01/01/2018 00:00:00,248500,248500,9310
YHAGUY REPUESTOS S.A.,66424,Gastos Credito,12/02/2017 00:00:00,01/01/2018 00:00:00,328500,328500,9310
YHAGUY REPUESTOS S.A.,101907,Gastos Credito,12/04/2017 00:00:00,01/03/2018 00:00:00,14190,14190,9310
YHAGUY REPUESTOS S.A.,102257,Gastos Credito,12/11/2017 00:00:00,01/10/2018 00:00:00,122637,122637,9310
YHAGUY REPUESTOS S.A.,102385,Gastos Credito,12/12/2017 00:00:00,01/11/2018 00:00:00,500000,500000,9310
YHAGUY REPUESTOS S.A.,102735,Gastos Credito,12/18/2017 00:00:00,01/17/2018 00:00:00,326,326,9310
YHAGUY REPUESTOS S.A.,67005,Gastos Credito,12/20/2017 00:00:00,01/19/2018 00:00:00,230300,230300,9310
YHAGUY REPUESTOS S.A.,95859,Gastos Credito,12/20/2017 00:00:00,01/19/2018 00:00:00,16780,16780,9310
YHAGUY REPUESTOS S.A.,67053,Gastos Credito,12/21/2017 00:00:00,01/20/2018 00:00:00,110006,110006,9310
YHAGUY REPUESTOS S.A.,66871,Gastos Credito,12/16/2017 00:00:00,01/15/2018 00:00:00,260000,260000,9310
YHAGUY REPUESTOS S.A.,103003,Gastos Credito,12/22/2017 00:00:00,01/21/2018 00:00:00,114000,114000,9310
YHAGUY REPUESTOS S.A.,103195,Gastos Credito,12/28/2017 00:00:00,01/27/2018 00:00:00,119500,119500,9310
YHAGUY REPUESTOS S.A.,67789,Gastos Credito,01/08/2018 00:00:00,02/07/2018 00:00:00,106000,106000,9310
YHAGUY REPUESTOS S.A.,96800,Gastos Credito,01/08/2018 00:00:00,02/07/2018 00:00:00,369985,369985,9310
YHAGUY REPUESTOS S.A.,96398,Gastos Credito,01/02/2018 00:00:00,02/01/2018 00:00:00,820380,820380,9310
YHAGUY REPUESTOS S.A.,103673,Gastos Credito,01/08/2018 00:00:00,02/07/2018 00:00:00,280200,280200,9310
YHAGUY REPUESTOS S.A.,104557,Gastos Credito,01/22/2018 00:00:00,02/21/2018 00:00:00,174500,174500,9310
YHAGUY REPUESTOS S.A.,104294,Gastos Credito,01/17/2018 00:00:00,02/16/2018 00:00:00,183000,183000,9310
YHAGUY REPUESTOS S.A.,97453,Gastos Credito,01/16/2018 00:00:00,02/15/2018 00:00:00,50714,50714,9310
YHAGUY REPUESTOS S.A.,97295,Gastos Credito,01/15/2018 00:00:00,02/14/2018 00:00:00,841096,841096,9310
YHAGUY REPUESTOS S.A.,68299,Gastos Credito,01/22/2018 00:00:00,02/21/2018 00:00:00,326000,326000,9310
YHAGUY REPUESTOS S.A.,97351,Gastos Credito,01/15/2018 00:00:00,02/14/2018 00:00:00,11439,11439,9310
YHAGUY REPUESTOS S.A.,98189,Gastos Credito,01/23/2018 00:00:00,02/22/2018 00:00:00,16780,16780,9310
YHAGUY REPUESTOS S.A.,68366,Gastos Credito,01/23/2018 00:00:00,02/22/2018 00:00:00,1100000,1100000,9310
YHAGUY REPUESTOS S.A.,103760,Gastos Credito,01/08/2018 00:00:00,02/07/2018 00:00:00,457000,457000,9310
YHAGUY REPUESTOS S.A.,104627,Gastos Credito,01/23/2018 00:00:00,02/22/2018 00:00:00,135500,135500,9310
YHAGUY REPUESTOS S.A.,68339,Gastos Credito,01/23/2018 00:00:00,02/22/2018 00:00:00,654000,654000,9310
YHAGUY REPUESTOS S.A.,105014,Gastos Credito,01/30/2018 00:00:00,03/01/2018 00:00:00,134700,134700,9310
YHAGUY REPUESTOS S.A.,105113,Gastos Credito,01/31/2018 00:00:00,03/02/2018 00:00:00,12274,12274,9310
YHAGUY REPUESTOS S.A.,68613,Gastos Credito,01/31/2018 00:00:00,02/01/2018 00:00:00,47000,47000,9310
YHAGUY REPUESTOS S.A.,99337,Gastos Credito,02/07/2018 00:00:00,03/09/2018 00:00:00,69900,69900,9310
YHAGUY REPUESTOS S.A.,105330,Gastos Credito,02/05/2018 00:00:00,03/07/2018 00:00:00,197100,197100,9310
YHAGUY REPUESTOS S.A.,105378,Gastos Credito,02/05/2018 00:00:00,03/07/2018 00:00:00,147000,147000,9310
YHAGUY REPUESTOS S.A.,99516,Gastos Credito,02/12/2018 00:00:00,03/14/2018 00:00:00,129877,129877,9310
YHAGUY REPUESTOS S.A.,105272,Gastos Credito,02/02/2018 00:00:00,03/04/2018 00:00:00,20000,20000,9310
YHAGUY REPUESTOS S.A.,100552,Gastos Credito,02/24/2018 00:00:00,03/26/2018 00:00:00,69992,69992,9310
YHAGUY REPUESTOS S.A.,100557,Gastos Credito,02/24/2018 00:00:00,03/26/2018 00:00:00,260052,260052,9310
YHAGUY REPUESTOS S.A.,100403,Gastos Credito,02/22/2018 00:00:00,03/24/2018 00:00:00,36845,36845,9310
YHAGUY REPUESTOS S.A.,69476,Gastos Credito,02/27/2018 00:00:00,03/29/2018 00:00:00,393000,393000,9310
YHAGUY REPUESTOS S.A.,106458,Gastos Credito,02/23/2018 00:00:00,03/25/2018 00:00:00,274537,274537,9310
YHAGUY REPUESTOS S.A.,106629,Gastos Credito,02/28/2018 00:00:00,03/30/2018 00:00:00,190000,190000,9310
YHAGUY REPUESTOS S.A.,100688,Gastos Credito,02/28/2018 00:00:00,03/30/2018 00:00:00,4357,4357,9310
YHAGUY REPUESTOS S.A.,106526,Gastos Credito,02/24/2018 00:00:00,03/26/2018 00:00:00,243000,243000,9310
YHAGUY REPUESTOS S.A.,106598,Gastos Credito,02/27/2018 00:00:00,03/29/2018 00:00:00,23070,23070,9310
YHAGUY REPUESTOS S.A.,69049,Gastos Credito,02/13/2018 00:00:00,03/30/2018 00:00:00,382800,382800,9310
YHAGUY REPUESTOS S.A.,68898,Gastos Credito,02/08/2018 00:00:00,03/01/2018 00:00:00,1856400,1856400,9310
YHAGUY REPUESTOS S.A.,69359,Gastos Credito,02/22/2018 00:00:00,03/30/2018 00:00:00,645366,645366,9310
YHAGUY REPUESTOS S.A.,69288,Gastos Credito,02/20/2018 00:00:00,03/22/2018 00:00:00,173800,173800,9310
YHAGUY REPUESTOS S.A.,69698,Gastos Credito,03/06/2018 00:00:00,04/05/2018 00:00:00,254500,254500,9310
YHAGUY REPUESTOS S.A.,106883,Gastos Credito,03/05/2018 00:00:00,04/04/2018 00:00:00,156500,156500,9310
YHAGUY REPUESTOS S.A.,100892,Gastos Credito,03/02/2018 00:00:00,04/01/2018 00:00:00,407441,407441,9310
YHAGUY REPUESTOS S.A.,100987,Gastos Credito,03/05/2018 00:00:00,04/04/2018 00:00:00,549765,549765,9310
YHAGUY REPUESTOS S.A.,101212,Gastos Credito,03/08/2018 00:00:00,04/07/2018 00:00:00,121572,121572,9310
YHAGUY REPUESTOS S.A.,107126,Gastos Credito,03/08/2018 00:00:00,04/07/2018 00:00:00,288048,288048,9310
YHAGUY REPUESTOS S.A.,107315,Gastos Credito,03/12/2018 00:00:00,04/11/2018 00:00:00,12490,12490,9310
