Empresa,Yhaguy Repuestos
,,,,,
CODIGO,CANTIDAD,FECHA,PROVEEDOR,COSTODS,COSTOGS
SAB 02115 BRG,40,7/9/2016,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,4.8,28.782
SAB 01943 BAGE,100,31/10/2011,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,4.33,19.234
SAB 01810 BAGS,150,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.35,8.055
SAB 01810 BRAGF,226,25/11/2011,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.24,5.550
SAB 05214 GRAHF,20,19/12/2017,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,3.38,20.539
SAB 02317 BRAG,110,19/12/2017,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.71,10.391
SAB 02696 BRAG,10,8/7/2016,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,3.64,21.559
SAB 05352 BRG,200,19/12/2017,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.39,8.446
SAB 00610 BR,12,31/7/2015,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.62,9.009
SAB 02235 BAG,40,17/9/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,2.02,12.678
SAB 05266 BRAG,10,16/11/2016,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.8,4.946
SAB 05304 BRAGF,2,2/5/2017,CARLAO AUTORREPUESTOS S.A.,,8.321
SAB 02142 BRG,50,12/1/2017,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,2.33,14.524
SAB 01942 BRGP,800,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.84,5.012
SAB 01019 BR,10,26/3/2014,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.32,6.766
SAB 00819 BR,20,30/12/2014,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,3.21,5.341
SAB 00925 BA,15,7/9/2016,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.81,7.936
SAB 80221,10,16/11/2016,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,6.4,39.567
SAB 05363 BRG,100,28/8/2013,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.68,8.072
SAB 02178 BRAGS,750,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.76,4.535
SAB 01147 BRG,14,25/4/2013,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.01,4.544
SAB 00005 B,10,7/9/2016,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.8,10.793
SAB 02151 BA,20,7/9/2016,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.09,6.536
SAB 03398 DISP,20,18/5/2010,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,17.99,91.229
SAB 08398 GY,20,12/1/2017,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,5.47,34.120
SAB 07312 BR,60,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.86,11.098
SAB 00803 BAG,30,6/5/2015,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,2.25,12.169
SAB 00803 BRG,60,12/1/2017,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,2.75,17.168
SAB 01828 B,200,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,2.26,13.485
SAB 02753 BRG,300,17/9/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.8,11.297
SAB 01043 B,100,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,3.53,21.063
SAB 01801 B,100,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.99,11.874
SAB 01392 BAG,30,26/3/2014,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.6,7.587
SAB 00979 BRGE,150,19/12/2017,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.43,8.690
SAB 02262,50,11/10/2017,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.37,8.417
SAB 01850 BRGE,30,8/7/2016,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,2,11.846
SAB 01764 BAGG,300,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.82,4.893
SAB 02392 BRGE,80,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.95,5.668
SAB 02442 BAGE,50,12/1/2017,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.83,5.169
SAB 00849 BA,50,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.72,10.263
SAB 02305 BAG,30,8/7/2016,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.29,7.645
SAB 00974 BA,30,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,2.65,15.812
SAB 01861 BRG,50,7/9/2016,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.57,3.418
SAB 01931 BAG,50,25/11/2011,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.46,6.852
SAB 01546 GRX,20,16/11/2016,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.72,4.451
SAB 00015 GA,2,22/10/2010,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,9.68,51.770
SAB 07686 GAE,60,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.01,6.027
SAB 02324 BRG,30,19/12/2017,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.36,4.305
SAB 01711 BRG,10,26/3/2014,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.64,7.788
SAB 01549 BRA,60,17/9/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,2.01,12.615
SAB 02049 BG,40,3/10/2018,SANTA ELENA S.A.,,14.417
SAB 02483 BGE,30,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,2.49,14.857
SAB 01974 BRG,25,17/9/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.93,12.113
SAB 01918 BRGE,30,3/1/2014,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.84,4.163
SAB 07630 BY,5,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.45,8.652
SAB 07461 BRF,4,2/10/2018,AUTOMOVIL SUPPLY S.A.,,24.182
SAB 00250 BR,30,19/12/2017,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,2.09,12.700
SAB 02195 BR,50,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.54,9.189
SAB 07688 BGE,15,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.32,7.876
SAB 01109 BR,150,24/12/2014,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.78,3.995
SAB 01109 BRG,100,12/1/2017,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.52,3.241
SAB 01721 BR,30,19/12/2017,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.88,11.424
SAB 02415 BAG,20,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.07,6.385
SAB 00763 BR,255,3/3/2015,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.5,2.567
SAB 00715 BA,100,26/3/2014,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.29,6.106
SAB 00497 BRG,30,12/1/2017,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.41,8.815
SAB 01791 BF,20,28/8/2013,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,4.62,22.198
SAB 02804 BAGE,10,7/9/2016,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,3.49,20.927
SAB 00516 BG,600,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,2.68,15.991
SAB 01735 BG,150,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,3.18,18.975
SAB 02713 BRY,70,17/9/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,4.11,25.794
SAB 02778 B,100,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,2.86,17.065
SAB 01829 B,160,17/9/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.81,11.359
SAB 02690 BRG,300,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.69,10.084
SAB 02938 BRAG ,0,,,,7.339
SAB 07291 BRAGF,60,19/12/2017,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,2.62,15.921
SAB 01100 BAG,20,12/1/2017,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.87,4.117
SAB 01849 BAG,60,19/12/2017,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.65,10.026
SAB 02212 BRGE,30,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.2,7.160
SAB 02679 BRG,15,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,2.61,15.573
SAB 02395 BAGG,50,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,2.08,12.411
SAB 02209 BAGE,10,31/12/2015,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.29,7.973
SAB 02485 BY,15,7/9/2016,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,4.54,27.223
SAB 01923 BG,50,19/12/2017,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.54,9.358
SAB 00085B,24,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,2.32,13.843
SAB 02391 BRG,30,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.3,7.757
SAB 07338 BAY,10,28/8/2013,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,6.78,28.255
SAB 00995 BA,20,16/11/2016,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.36,8.408
SAB 07683 GAG,30,16/11/2016,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.06,6.578
SAB 01767 BR,20,26/5/2014,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,2.8,13.481
SAB 02673 BRX,30,30/12/2014,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.47,7.402
SAB 01095 BRG,0,,,,5.839
SAB 01095 JOGO2,50,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.7,10.144
SAB 07395 BARGGG,300,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.56,9.308
SAB 00268 BRP,0,,,,11.574
SAB 01884 BRAG,700,17/9/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,2.4,15.062
SAB 00421 BAGG,30,3/3/2015,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,2.02,10.370
SAB 02868 BRG,40,30/12/2014,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,5.38,27.090
SAB 00063 BRG,50,7/9/2016,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.47,2.818
SAB 02941 BRAGF,20,19/12/2017,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,4.31,26.190
SAB 01004 BAG,20,16/11/2016,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.2,7.410
SAB 01988 BRG,100,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.27,1.611
SAB 07281 BAGE,250,17/9/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,2.04,12.803
SAB 00268 BR,20,26/3/2014,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,4.2,19.945
SAB 02219 BAG,30,17/9/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,5.99,37.593
SAB 05578 BRGF,30,17/9/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,4.42,27.739
SAB 07790 BY,200,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,4,23.867
SAB 02932 BAG,100,14/1/2011,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,5.56,26.878
SAB 02246 BAG,10,12/1/2017,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,3.38,21.077
SAB 02933 BRG,10,8/7/2016,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,2.74,16.229
SAB 02139 BRG,80,19/12/2017,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.48,8.993
SAB 02972 BAG,20,16/11/2016,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.08,6.679
SAB 07375 BY,20,19/12/2017,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,3.95,24.003
SAB 02813 BRG,50,19/12/2017,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.45,2.734
SAB 00506 BR,40,25/4/2013,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.75,7.873
SAB 00866 BR,20,30/12/2014,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.45,7.301
SAB 01856 BRG,50,12/1/2017,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.66,7.865
SAB 02872 BRAG,20,7/9/2016,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,6.19,37.117
SAB 01981 BRG,3000,19/3/2012,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,2.26,10.382
SAB 02019 BAGE,12,28/8/2013,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,5.46,26.234
SAB 02018 BAGE,10,7/9/2016,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,3.6,21.586
SAB 01898 BRGE,50,11/10/2017,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.28,7.864
SAB 00047 B,150,17/9/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.91,11.987
SAB 01950 BAG,10,7/9/2016,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,4.43,5.403
SAB 00504 BGO,200,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.6,9.547
SAB 01119 BAG,50,19/12/2017,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.86,11.302
SAB 00900 BR,20,26/3/2014,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.9,9.023
SAB 01343 BAG,30,25/11/2011,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.63,2.957
SAB 08322 BRGGE,30,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,3.17,18.915
SAB 02556 BA,80,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,2.08,12.411
SAB 00500 BAGF,500,9/1/2010,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,2.01,9.979
SAB 00436 BAG,20,16/11/2016,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.89,5.505
SAB 02910 BAGE,250,19/12/2017,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.34,8.143
SAB 02201 BRGE,200,19/12/2017,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.27,7.717
SAB 02393 BAGE,10,16/11/2016,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,3.58,22.154
SAB 02007 BAG,50,31/7/2015,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.84,4.681
SAB 01416 BAG,50,30/12/2014,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,2.08,10.473
SAB 00674 B,50,7/9/2016,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.17,7.016
SAB 00500 BAG,150,17/9/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.75,10.983
SAB 02693 BRGE,100,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.53,9.129
SAB 02557 BRG,300,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,5,29.834
SAB 00012 BA,4,23/7/2010,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.67,3.426
SAB 00505 BR,20,7/9/2016,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.36,2.159
SAB 02371 BAG,200,19/12/2017,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.85,5.165
SAB 02031 BR,10,7/9/2016,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.43,1.607
SAB 01899 BRGE,10,16/11/2016,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,3.54,21.865
SAB 01765 BRGE,40,9/2/2016,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.82,5.016
SAB 01834 BAGE,200,19/12/2017,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.17,7.110
SAB 02419 BAG,100,12/1/2017,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.6,3.746
SAB 02374 BAGE,400,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.52,9.070
SAB 01929 BRG,200,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.62,3.699
SAB 00344 BE,15,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.52,9.070
SAB 02204 BAG,20,9/2/2016,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.23,7.540
SAB 02741 BRGG,20,12/1/2017,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.94,5.868
SAB 01195 B,50,26/3/2014,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.79,8.512
SAB 00266 BR,150,24/12/2014,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.77,3.943
SAB 01090 BRXE,8,31/7/2015,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,2.4,13.338
SAB 01526 BRG,30,16/11/2016,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.82,11.252
SAB 00572 BR,50,24/9/2010,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.4,2.061
SAB 01045 BRG,50,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.44,2.625
SAB 01265 BAG,50,26/3/2014,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.4,6.662
SAB 00496 BRG,10,7/9/2016,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.66,3.958
SAB 02578 BRG,15,16/11/2016,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,2.26,13.941
SAB 08316 BRY,150,17/9/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,2.66,16.693
SAB 01181 BR,2,22/10/2010,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.91,10.215
SAB 02027 BGO,20,25/11/2011,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,3.05,14.304
SAB 00286 BR,50,9/6/2012,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,2.28,11.372
SAB 00262 BA,40,26/3/2014,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.09,5.181
SAB 00788 BAG,200,19/12/2017,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.66,4.011
SAB 09205 BRE,150,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.66,3.938
SAB 02400 BRE,80,17/9/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.37,2.322
SAB 09250 BREF,200,12/1/2017,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.63,3.032
SAB 09239 BREF,24,12/1/2017,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.78,925
SAB 05269 BRAG,100,31/12/2015,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.05,6.528
SAB 02919 BREF,80,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.31,1.850
SAB 3044 BRE,304,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.35,2.088
SAB 09203 BRE,464,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.38,2.267
SAB 09242 BRE,40,26/3/2014,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.39,1.851
SAB 09235 BRE,150,17/9/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.38,2.385
SAB 9236 BRE,282,19/12/2017,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.38,2.309
SAB 09237 BREF,24,6/2/2018,SANTA ELENA S.A.,,2.744
SAB 01815 BAEP,1200,17/9/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.54,3.389
SAB 02396 BRE,24,8/7/2016,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.44,2.606
SAB 02509 BREF,304,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.38,2.267
SAB 02786 BREF,24,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.72,4.296
SAB 09284,60,27/8/2018,IDICON S.A.,,2.782
SAB 02544 BREF,600,30/4/2018,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.23,1.372
SAB 09282 BAEF,72,2/10/2018,SANTA ELENA S.A.,,2.621
SAB 78958,30,3/1/2014,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,5.21,23.120
SAB 78960,20,28/8/2013,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,4.76,22.871
SAB 78959,50,31/10/2011,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,2.18,9.673
SAB 78961,50,25/11/2011,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,5.35,25.103
SAB 078456,20,30/12/2014,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,1.16,11.050
SAB 78808,20,31/12/2015,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,2.95,18.299
SAB 78809,10,9/12/2016,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,5.67,35.861
SAB 78801,40,28/8/2013,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,7.54,36.228
SAB 78810,5,26/3/2014,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,7,33.241
SAB 78802,20,31/10/2011,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,12.39,54.982
SAB 78800,5,26/3/2014,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,4.95,23.506
SAB 10316 MGE,300,31/12/2015,SABO INDUS.E COMERCIO DEAUTOPEÇAS LTDA.,0.43,2.696
